Product,Region,Agent ID,Customer Type,Call Duration,Resolved,Satisfaction Ratio,Up-sell Amount
Misc,North,AID_5755,Corporate,86,Yes,3,240
Laptop,West,AID_5756,Corporate,69,Yes,3.5,250
Laptop,South,AID_5757,Individual,66,Yes,3.1,0
Desktop,Mid-West,AID_5758,profit,79,Yes,2.9,0
Software,Mid-West,AID_5759,SME,76,Yes,3.1,160
Software,West,AID_5760,profit,56,Yes,3,160
Desktop,Mid-West,AID_5761,SME,74,Yes,3.5,0
Misc,East,AID_5762,Corporate,63,Yes,3.5,190
Software,East,AID_5763,profit,76,Yes,3.2,250
Laptop,West,AID_5764,SME,84,Yes,2.9,0
Accessories,West,AID_5765,Corporate,84,Yes,3.4,0
Desktop,South,AID_5766,Individual,85,Yes,3.2,0
Misc,East,AID_5767,profit,69,Yes,2.4,110
Laptop,Mid-West,AID_5768,profit,75,Yes,2.8,290
Accessories,East,AID_5769,SME,77,Yes,3.4,220
Misc,South,AID_5770,SME,87,Yes,3,220
Monitor,North,AID_5771,Corporate,85,Yes,3,220
Software,East,AID_5772,SME,68,Yes,3.6,0
Desktop,West,AID_5773,profit,68,Yes,3.9,0
Monitor,East,AID_5774,Corporate,80,Yes,2.7,200
Accessories,Mid-West,AID_5775,profit,75,Yes,3.1,250
Laptop,Mid-West,AID_5776,Corporate,69,Yes,2.2,0
Monitor,Mid-West,AID_5777,profit,74,Yes,3.9,200
Software,West,AID_5778,Corporate,69,Yes,3.1,220
Misc,Mid-West,AID_5779,SME,83,Yes,2.2,210
Misc,Mid-West,AID_5780,Individual,80,Yes,2.1,160
Misc,North,AID_5781,profit,66,Yes,3.2,170
Laptop,West,AID_5782,Individual,81,Yes,2.5,210
Laptop,West,AID_5783,Individual,76,Yes,3,240
Desktop,North,AID_5784,Individual,88,Yes,3.6,140
Monitor,South,AID_5785,SME,88,Yes,3,240
Accessories,East,AID_5786,Corporate,87,Yes,2.3,0
Misc,West,AID_5787,profit,83,Yes,2.9,0
Misc,South,AID_5788,profit,82,Yes,3,200
Monitor,South,AID_5789,SME,75,Yes,2.6,200
Desktop,West,AID_5790,SME,80,Yes,2.5,0
Software,Mid-West,AID_5791,Corporate,75,Yes,3.3,210
Desktop,Mid-West,AID_5792,SME,80,Yes,3.6,0
Laptop,South,AID_5793,Individual,75,Yes,3.3,230
Software,Mid-West,AID_5794,Corporate,66,Yes,2.8,150
Desktop,South,AID_5795,profit,65,Yes,3.2,220
Desktop,North,AID_5796,profit,77,Yes,3,220
Accessories,North,AID_5797,profit,78,No,2.4,220
Accessories,West,AID_5798,profit,83,Yes,3.1,0
Misc,West,AID_5799,profit,67,Yes,3.1,0
Misc,West,AID_5800,Corporate,77,Yes,2.8,250
Software,South,AID_5801,Individual,67,Yes,3,130
Monitor,West,AID_5802,SME,67,Yes,3.2,250
Misc,North,AID_5803,SME,73,Yes,3.2,220
Monitor,East,AID_5804,Corporate,71,Yes,3,210
Accessories,East,AID_5805,profit,73,Yes,3.4,0
Desktop,East,AID_5806,Individual,77,Yes,3,0
Software,East,AID_5807,Corporate,75,Yes,2.7,250
Misc,North,AID_5808,Individual,80,Yes,2.9,210
Misc,East,AID_5809,profit,75,Yes,3.5,230
Software,West,AID_5810,profit,75,Yes,2.7,0
Software,South,AID_5811,profit,71,Yes,3,180
Misc,Mid-West,AID_5812,SME,80,Yes,2.6,260
Laptop,West,AID_5813,Corporate,78,Yes,3.1,0
Monitor,South,AID_5814,SME,82,Yes,3.1,0
Monitor,South,AID_5815,profit,69,Yes,3.1,160
Laptop,North,AID_5816,Individual,80,Yes,2.8,210
Software,South,AID_5817,Individual,72,Yes,3.4,270
Accessories,West,AID_5818,Corporate,75,Yes,3.1,0
Accessories,West,AID_5819,Corporate,82,Yes,3.8,0
Misc,North,AID_5820,Individual,79,Yes,3.4,200
Software,East,AID_5821,SME,66,Yes,2.6,250
Misc,East,AID_5822,SME,83,No,3.3,150
Accessories,Mid-West,AID_5823,Corporate,73,Yes,3.2,0
Software,North,AID_5824,Corporate,79,Yes,3.6,190
Software,North,AID_5825,Individual,66,Yes,2,190
Misc,East,AID_5826,Corporate,77,Yes,2.7,0
Software,Mid-West,AID_5827,Individual,72,No,3.3,170
Misc,North,AID_5828,SME,71,Yes,3,150
Misc,West,AID_5829,Corporate,66,Yes,3.8,210
Software,Mid-West,AID_5830,profit,69,Yes,2.5,0
Misc,Mid-West,AID_5831,Individual,76,Yes,2.5,0
Monitor,North,AID_5832,Corporate,82,Yes,3.2,310
Accessories,South,AID_5833,Corporate,64,Yes,3.2,0
Desktop,East,AID_5834,profit,70,Yes,2.8,150
Desktop,South,AID_5835,SME,77,Yes,2.7,260
Laptop,Mid-West,AID_5836,Corporate,76,Yes,2.9,180
Monitor,East,AID_5837,Corporate,78,Yes,3.5,190
Monitor,West,AID_5838,Individual,87,Yes,2.7,230
Software,North,AID_5839,Individual,74,Yes,2.7,290
Accessories,East,AID_5840,profit,73,Yes,2.9,180
Monitor,East,AID_5841,SME,95,Yes,2.7,100
Desktop,East,AID_5842,profit,58,Yes,2.5,0
Desktop,Mid-West,AID_5843,SME,74,Yes,3.3,0
Software,North,AID_5844,Individual,77,Yes,2.5,80
Software,Mid-West,AID_5845,profit,69,Yes,3.7,0
Misc,West,AID_5846,profit,87,Yes,2.8,230
Desktop,West,AID_5847,Individual,67,Yes,2.4,170
Desktop,North,AID_5848,SME,86,Yes,2.5,0
Misc,North,AID_5849,SME,76,Yes,3,0
Desktop,South,AID_5850,Corporate,69,Yes,3.9,0
Laptop,South,AID_5851,profit,80,Yes,2.3,180
Accessories,East,AID_5852,Corporate,67,Yes,3.6,0
Software,South,AID_5853,profit,78,Yes,2.4,0
Misc,Mid-West,AID_5854,profit,69,Yes,3.4,310
Misc,South,AID_5855,Corporate,73,Yes,3.7,180
Misc,North,AID_5856,Corporate,64,Yes,1.9,250
Software,East,AID_5857,profit,63,Yes,2.2,0
Desktop,West,AID_5858,SME,76,Yes,3,290
Software,East,AID_5859,SME,76,Yes,3.4,150
Accessories,South,AID_5860,Corporate,77,Yes,2,0
Software,Mid-West,AID_5861,SME,76,Yes,2.9,0
Accessories,East,AID_5862,profit,73,Yes,3.2,0
Desktop,North,AID_5863,Individual,70,Yes,3.2,200
Accessories,Mid-West,AID_5864,Individual,90,Yes,2.2,0
Misc,Mid-West,AID_5865,Individual,82,Yes,3.2,0
Laptop,West,AID_5866,Corporate,61,Yes,2.4,0
Software,North,AID_5867,SME,81,Yes,3.2,270
Misc,South,AID_5868,Individual,68,Yes,2.3,240
Monitor,North,AID_5869,SME,75,Yes,2.8,220
Software,East,AID_5870,Individual,81,Yes,2.1,120
Monitor,South,AID_5871,profit,74,No,3.8,140
Software,North,AID_5872,Corporate,83,Yes,3,180
Monitor,North,AID_5873,Individual,80,Yes,3.7,0
Software,South,AID_5874,profit,80,Yes,3.4,220
Desktop,East,AID_5875,profit,77,Yes,2.7,0
Desktop,Mid-West,AID_5876,Corporate,77,Yes,2.7,0
Monitor,East,AID_5877,Corporate,76,Yes,2,210
Misc,East,AID_5878,profit,66,Yes,3.6,220
Accessories,Mid-West,AID_5879,Individual,66,Yes,2.8,180
Software,South,AID_5880,Corporate,71,Yes,3.6,0
Misc,North,AID_5881,profit,89,Yes,2.8,0
Misc,East,AID_5882,Corporate,77,Yes,3.5,0
Desktop,South,AID_5883,SME,70,Yes,3.6,0
Software,North,AID_5884,profit,69,Yes,2.6,320
Misc,South,AID_5885,Individual,72,No,2.9,0
Accessories,North,AID_5886,Individual,72,Yes,3.3,270
Misc,North,AID_5887,profit,67,Yes,2.9,0
Monitor,Mid-West,AID_5888,Individual,70,Yes,3.6,220
Misc,North,AID_5889,profit,76,Yes,3.3,290
Desktop,North,AID_5890,profit,86,No,3.8,0
Desktop,West,AID_5891,profit,68,Yes,2.4,170
Laptop,North,AID_5892,Corporate,79,Yes,2.7,0
Misc,West,AID_5893,SME,72,Yes,2.9,150
Software,North,AID_5894,profit,70,Yes,3.2,170
Accessories,Mid-West,AID_5895,SME,82,No,2.3,0
Monitor,West,AID_5896,SME,75,Yes,3.2,0
Misc,North,AID_5897,Individual,75,Yes,2.7,0
Laptop,West,AID_5898,SME,64,Yes,3.6,0
Accessories,South,AID_5899,SME,82,Yes,3.6,0
Laptop,South,AID_5900,profit,77,Yes,2.6,0
Monitor,Mid-West,AID_5901,profit,71,No,3.1,200
Accessories,West,AID_5902,Individual,83,Yes,4.1,120
Monitor,West,AID_5903,Corporate,88,Yes,3,0
Accessories,South,AID_5904,Corporate,86,Yes,3.7,260
Laptop,South,AID_5905,SME,78,Yes,2.7,160
Monitor,East,AID_5906,SME,85,No,3.7,210
Laptop,North,AID_5907,Individual,53,Yes,3.4,240
Desktop,Mid-West,AID_5908,Individual,72,Yes,2.8,0
Accessories,West,AID_5909,Individual,62,Yes,3.1,0
Laptop,South,AID_5910,profit,74,Yes,3,180
Misc,South,AID_5911,profit,80,Yes,2.9,0
Accessories,South,AID_5912,profit,68,Yes,2.6,190
Accessories,South,AID_5913,Individual,70,Yes,3.7,0
Desktop,Mid-West,AID_5914,Corporate,69,Yes,3.7,0
Misc,South,AID_5915,Corporate,77,Yes,3.4,0
Misc,West,AID_5916,Individual,68,Yes,3,70
Desktop,East,AID_5917,profit,92,Yes,3.2,0
Desktop,South,AID_5918,Corporate,80,Yes,1.6,130
Desktop,West,AID_5919,Corporate,58,Yes,2.4,0
Misc,East,AID_5920,SME,67,Yes,3.2,0
Accessories,East,AID_5921,profit,86,Yes,2.5,300
Desktop,Mid-West,AID_5922,profit,80,Yes,2.4,200
Desktop,East,AID_5923,profit,76,Yes,2.8,170
Accessories,Mid-West,AID_5924,SME,74,Yes,2.7,130
Software,North,AID_5925,profit,85,Yes,2.8,110
Laptop,Mid-West,AID_5926,SME,81,Yes,2.5,0
Monitor,West,AID_5927,SME,63,Yes,3.1,210
Desktop,West,AID_5928,SME,80,Yes,3.4,170
Monitor,North,AID_5929,Corporate,75,Yes,2.9,0
Misc,East,AID_5930,Corporate,73,Yes,3.3,260
Laptop,East,AID_5931,Individual,74,Yes,3.1,240
Accessories,Mid-West,AID_5932,SME,72,Yes,3.4,0
Accessories,East,AID_5933,Individual,78,Yes,3.6,290
Monitor,North,AID_5934,SME,76,Yes,2.6,210
Software,East,AID_5935,profit,86,Yes,2.2,0
Monitor,North,AID_5936,Corporate,79,Yes,2.7,230
Laptop,South,AID_5937,Corporate,64,Yes,2,180
Laptop,Mid-West,AID_5938,SME,63,Yes,2.9,190
Desktop,West,AID_5939,profit,72,Yes,2.3,170
Misc,South,AID_5940,Corporate,92,Yes,2.7,200
Misc,Mid-West,AID_5941,Individual,73,Yes,2.9,160
Software,Mid-West,AID_5942,profit,68,Yes,3.4,0
Desktop,South,AID_5943,Individual,65,Yes,1.8,0
Laptop,East,AID_5944,Individual,81,Yes,2.5,200
Desktop,East,AID_5945,SME,81,No,2.2,200
Accessories,Mid-West,AID_5946,Corporate,79,Yes,3.3,230
Misc,North,AID_5947,profit,69,Yes,3.6,280
Software,West,AID_5948,Individual,71,Yes,3.4,0
Misc,West,AID_5949,Corporate,66,Yes,2.1,0
Software,East,AID_5950,SME,71,Yes,3.2,150
Desktop,Mid-West,AID_5951,profit,74,Yes,3.6,190
Misc,East,AID_5952,Individual,84,Yes,2.6,150
Misc,East,AID_5953,profit,69,Yes,2.9,260
Laptop,West,AID_5954,SME,88,No,3,260
Laptop,South,AID_5955,profit,70,Yes,3.6,0
Desktop,West,AID_5956,Corporate,64,Yes,3,0
Software,Mid-West,AID_5957,Corporate,77,Yes,2.9,230
Misc,Mid-West,AID_5958,Individual,83,Yes,3,0
Desktop,East,AID_5959,Corporate,58,Yes,1.9,210
Misc,South,AID_5960,Corporate,68,Yes,2.7,0
Software,West,AID_5961,profit,84,Yes,2.7,0
Laptop,East,AID_5962,profit,73,Yes,2.1,170
Laptop,South,AID_5963,Individual,60,Yes,2.9,180
Accessories,East,AID_5964,Individual,71,Yes,2.3,210
Monitor,North,AID_5965,profit,72,Yes,3.4,0
Desktop,Mid-West,AID_5966,SME,64,Yes,2.3,0
Accessories,South,AID_5967,SME,67,No,2.9,250
Monitor,North,AID_5968,SME,72,Yes,2.5,230
Accessories,East,AID_5969,Corporate,80,Yes,2.6,130
Accessories,West,AID_5970,Individual,71,No,3.1,0
Misc,East,AID_5971,profit,64,Yes,2.8,0
Misc,South,AID_5972,SME,68,Yes,2.5,0
Laptop,North,AID_5973,Corporate,62,Yes,3.1,240
Software,East,AID_5974,Individual,74,Yes,2.9,0
Misc,South,AID_5975,profit,96,Yes,4,190
Laptop,Mid-West,AID_5976,profit,88,No,3.1,0
Laptop,Mid-West,AID_5977,SME,76,Yes,3.7,0
Software,West,AID_5978,SME,72,Yes,3.3,0
Monitor,West,AID_5979,Individual,63,Yes,3.3,200
Laptop,North,AID_5980,Individual,79,Yes,3.7,0
Laptop,East,AID_5981,profit,77,Yes,3.4,0
Monitor,East,AID_5982,Corporate,79,Yes,3.3,0
Desktop,East,AID_5983,Corporate,77,Yes,3.5,210
Software,North,AID_5984,SME,87,Yes,3.7,270
Laptop,East,AID_5985,Individual,66,Yes,2.8,0
Laptop,South,AID_5986,Corporate,82,Yes,3.5,0
Misc,West,AID_5987,profit,72,Yes,3,0
Software,Mid-West,AID_5988,profit,83,Yes,3.2,200
Monitor,South,AID_5989,SME,73,Yes,3.7,0
Accessories,Mid-West,AID_5990,profit,74,Yes,2.5,0
Desktop,Mid-West,AID_5991,Individual,71,Yes,3.1,250
Monitor,Mid-West,AID_5992,Corporate,63,Yes,2.8,0
Accessories,Mid-West,AID_5993,SME,72,Yes,2,280
Accessories,West,AID_5994,Individual,73,Yes,2.4,170
Misc,West,AID_5995,Corporate,82,Yes,2.8,200
Software,Mid-West,AID_5996,Corporate,73,No,3.5,250
Laptop,Mid-West,AID_5997,Corporate,72,Yes,3,250
Software,North,AID_5998,profit,81,Yes,2.5,0
Desktop,West,AID_5999,SME,65,Yes,2.7,280
Monitor,West,AID_6000,Corporate,71,Yes,2.5,0
Laptop,South,AID_6001,Corporate,89,Yes,3.6,250
Laptop,North,AID_6002,Corporate,70,Yes,3.1,0
Misc,North,AID_6003,profit,79,Yes,2.7,0
Laptop,East,AID_6004,SME,86,Yes,2.7,220
Misc,West,AID_6005,profit,78,Yes,3.1,220
Accessories,South,AID_6006,Corporate,72,Yes,3.9,170
Desktop,West,AID_6007,profit,71,Yes,2.2,200
Laptop,Mid-West,AID_6008,Individual,76,Yes,2.7,220
Misc,Mid-West,AID_6009,SME,65,Yes,3.4,180
Software,East,AID_6010,profit,60,Yes,3.4,90
Monitor,North,AID_6011,Corporate,87,Yes,2.7,250
Desktop,South,AID_6012,Individual,76,Yes,2.7,0
Software,East,AID_6013,SME,61,Yes,2.6,260
Misc,South,AID_6014,Corporate,63,Yes,3.2,160
Laptop,East,AID_6015,profit,62,Yes,2.6,0
Software,South,AID_6016,SME,72,Yes,3.2,240
Desktop,East,AID_6017,profit,71,Yes,2.3,220
Desktop,East,AID_6018,Individual,69,Yes,2.3,0
Software,North,AID_6019,SME,80,Yes,3.1,270
Software,East,AID_6020,Corporate,93,Yes,2.3,200
Monitor,South,AID_6021,Individual,79,Yes,2.3,190
Desktop,Mid-West,AID_6022,Corporate,66,Yes,3.2,0
Laptop,East,AID_6023,Individual,70,Yes,3.3,230
Desktop,West,AID_6024,profit,68,Yes,4.2,270
Desktop,East,AID_6025,profit,75,Yes,2.2,210
Desktop,South,AID_6026,Corporate,65,Yes,2.9,270
Accessories,Mid-West,AID_6027,Corporate,85,Yes,3.1,0
Software,West,AID_6028,profit,88,Yes,3.1,240
Accessories,East,AID_6029,SME,88,Yes,2.8,180
Accessories,Mid-West,AID_6030,SME,72,Yes,2.3,0
Monitor,Mid-West,AID_6031,Individual,80,Yes,4.3,150
Monitor,West,AID_6032,Individual,55,Yes,2.8,210
Misc,West,AID_6033,Individual,78,Yes,3.3,0
Software,South,AID_6034,Individual,72,Yes,2.9,220
Monitor,South,AID_6035,Individual,65,Yes,3,240
Desktop,West,AID_6036,Individual,70,Yes,2.1,200
Software,East,AID_6037,SME,75,Yes,2.7,0
Monitor,South,AID_6038,profit,67,Yes,3.4,170
Accessories,Mid-West,AID_6039,SME,77,Yes,3.6,260
Software,West,AID_6040,SME,79,Yes,3.2,140
Monitor,South,AID_6041,Corporate,77,Yes,2.8,0
Laptop,North,AID_6042,profit,86,Yes,3.6,0
Software,South,AID_6043,SME,61,Yes,3.8,0
Software,North,AID_6044,Individual,80,No,3.1,0
Desktop,West,AID_6045,SME,74,Yes,3.8,290
Accessories,Mid-West,AID_6046,profit,71,Yes,3.8,0
Monitor,East,AID_6047,profit,66,Yes,3,210
Software,East,AID_6048,Corporate,72,Yes,3.3,280
Laptop,East,AID_6049,profit,71,Yes,3.2,0
Software,West,AID_6050,SME,68,No,3.7,0
Monitor,West,AID_6051,Corporate,84,Yes,3.1,0
Misc,North,AID_6052,SME,85,Yes,4.4,260
Monitor,North,AID_6053,Corporate,72,Yes,2.7,210
Software,East,AID_6054,SME,77,Yes,3.2,240
Monitor,North,AID_6055,Corporate,71,Yes,3.5,190
Misc,South,AID_6056,SME,74,Yes,3.5,0
Desktop,Mid-West,AID_6057,Corporate,74,Yes,3.3,230
Laptop,South,AID_6058,Corporate,68,Yes,2.5,180
Software,North,AID_6059,SME,83,Yes,3,0
Laptop,North,AID_6060,Individual,76,Yes,2.5,130
Software,Mid-West,AID_6061,Corporate,71,Yes,3.6,0
Monitor,West,AID_6062,Corporate,64,Yes,2.1,0
Software,West,AID_6063,Individual,63,Yes,3.5,250
Monitor,West,AID_6064,profit,80,Yes,3.3,0
Laptop,East,AID_6065,SME,83,Yes,3.6,170
Monitor,South,AID_6066,SME,72,Yes,3.3,210
Misc,Mid-West,AID_6067,Individual,76,Yes,2.3,0
Software,South,AID_6068,profit,58,Yes,3.3,0
Laptop,North,AID_6069,profit,75,Yes,2.6,240
Misc,Mid-West,AID_6070,Corporate,71,Yes,2.8,240
Laptop,South,AID_6071,Corporate,74,Yes,3,0
Monitor,East,AID_6072,Individual,63,Yes,3,0
Desktop,North,AID_6073,SME,75,Yes,2.8,150
Desktop,East,AID_6074,profit,83,Yes,2.6,0
Monitor,Mid-West,AID_6075,SME,64,Yes,1.9,170
Laptop,East,AID_6076,Corporate,74,Yes,3.3,190
Software,Mid-West,AID_6077,Corporate,75,Yes,2.6,0
Monitor,North,AID_6078,SME,80,Yes,2.9,190
Accessories,South,AID_6079,Corporate,76,Yes,2.5,210
Misc,East,AID_6080,SME,78,Yes,3.1,150
Monitor,Mid-West,AID_6081,SME,68,Yes,3.4,190
Laptop,North,AID_6082,profit,76,Yes,4,260
Misc,East,AID_6083,Individual,74,Yes,3.1,0
Accessories,Mid-West,AID_6084,SME,90,Yes,3.1,0
Misc,Mid-West,AID_6085,Individual,82,Yes,2.6,200
Monitor,North,AID_6086,Individual,80,Yes,2.4,190
Misc,West,AID_6087,SME,84,Yes,3.4,0
Misc,West,AID_6088,Corporate,71,Yes,3.3,230
Monitor,North,AID_6089,Corporate,96,Yes,3.7,210
Monitor,North,AID_6090,Corporate,80,Yes,3.1,0
Desktop,Mid-West,AID_6091,SME,84,Yes,3,140
Accessories,South,AID_6092,Corporate,72,Yes,2.4,0
Accessories,South,AID_6093,Individual,80,Yes,3.2,160
Misc,South,AID_6094,profit,60,Yes,2.6,240
Misc,East,AID_6095,Individual,68,Yes,3.5,0
Accessories,South,AID_6096,Individual,61,Yes,2.8,260
Software,South,AID_6097,SME,76,Yes,3.7,180
Accessories,East,AID_6098,SME,86,Yes,2,0
Accessories,East,AID_6099,Individual,72,Yes,3.2,160
Monitor,Mid-West,AID_6100,SME,60,Yes,3.5,160
Accessories,North,AID_6101,Individual,94,Yes,3.7,200
Laptop,Mid-West,AID_6102,SME,75,Yes,2.5,0
Software,South,AID_6103,Corporate,79,Yes,3.1,210
Misc,West,AID_6104,Corporate,71,Yes,3,0
Accessories,South,AID_6105,profit,77,Yes,3.4,220
Laptop,North,AID_6106,SME,84,Yes,3,0
Monitor,East,AID_6107,SME,70,Yes,2.8,170
Misc,Mid-West,AID_6108,Corporate,66,Yes,2.6,0
Misc,North,AID_6109,Corporate,73,Yes,2.9,140
Laptop,Mid-West,AID_6110,Corporate,65,No,3.3,0
Monitor,South,AID_6111,profit,68,Yes,3.2,140
Accessories,North,AID_6112,Individual,76,Yes,3,280
Accessories,West,AID_6113,Corporate,77,Yes,3,0
Accessories,Mid-West,AID_6114,SME,72,Yes,2.9,270
Software,North,AID_6115,SME,71,Yes,3.5,0
Monitor,West,AID_6116,SME,75,Yes,2.6,130
Accessories,North,AID_6117,Corporate,73,Yes,1.8,270
Misc,East,AID_6118,profit,62,Yes,3.4,0
Desktop,North,AID_6119,SME,72,Yes,3.9,0
Software,West,AID_6120,profit,68,Yes,3.7,0
Accessories,West,AID_6121,profit,80,Yes,3.1,0
Laptop,South,AID_6122,Individual,70,Yes,2.6,130
Desktop,Mid-West,AID_6123,Individual,68,Yes,3.8,250
Misc,East,AID_6124,profit,66,Yes,3,0
Misc,West,AID_6125,Individual,69,Yes,2.6,160
Laptop,South,AID_6126,profit,81,Yes,2.7,280
Desktop,South,AID_6127,Corporate,76,Yes,3.4,130
Laptop,East,AID_6128,profit,67,Yes,2.7,120
Software,West,AID_6129,Corporate,72,No,2.9,110
Desktop,West,AID_6130,SME,71,Yes,2.4,0
Desktop,East,AID_6131,profit,72,Yes,2.9,220
Accessories,West,AID_6132,SME,66,Yes,2.3,160
Misc,Mid-West,AID_6133,Corporate,86,Yes,2.2,200
Misc,North,AID_6134,profit,72,Yes,3,240
Misc,South,AID_6135,profit,88,Yes,2.5,0
Monitor,North,AID_6136,Corporate,64,Yes,2.8,210
Monitor,Mid-West,AID_6137,Corporate,79,Yes,4,160
Monitor,Mid-West,AID_6138,Corporate,81,Yes,3.3,0
Accessories,West,AID_6139,Individual,79,Yes,2.6,190
Desktop,East,AID_6140,SME,78,Yes,3,0
Monitor,West,AID_6141,Individual,68,No,3.4,190
Accessories,South,AID_6142,profit,64,Yes,3.4,0
Laptop,Mid-West,AID_6143,Corporate,76,Yes,2.9,220
Misc,Mid-West,AID_6144,Individual,84,Yes,2.4,0
Laptop,Mid-West,AID_6145,SME,77,Yes,2.8,0
Accessories,South,AID_6146,profit,90,Yes,3.2,210
Misc,Mid-West,AID_6147,SME,73,Yes,3.6,0
Laptop,Mid-West,AID_6148,Individual,86,Yes,2.5,250
Accessories,West,AID_6149,SME,78,Yes,2.6,240
Accessories,South,AID_6150,Corporate,85,Yes,2.9,210
Laptop,Mid-West,AID_6151,Corporate,83,Yes,2.9,0
Monitor,East,AID_6152,Individual,71,Yes,3,260
Desktop,Mid-West,AID_6153,profit,91,Yes,3.3,0
Monitor,North,AID_6154,Corporate,72,Yes,2.9,210
Desktop,East,AID_6155,profit,66,Yes,3.2,170
Software,North,AID_6156,SME,64,Yes,2.3,210
Monitor,North,AID_6157,Corporate,66,Yes,3.4,0
Monitor,West,AID_6158,profit,77,Yes,3,0
Software,East,AID_6159,Individual,72,Yes,3.2,0
Laptop,Mid-West,AID_6160,profit,89,Yes,3.6,280
Monitor,Mid-West,AID_6161,SME,64,Yes,3.4,0
Misc,Mid-West,AID_6162,profit,83,Yes,3.5,180
Monitor,East,AID_6163,profit,79,Yes,3.2,250
Monitor,West,AID_6164,profit,79,Yes,2.6,0
Desktop,West,AID_6165,profit,71,Yes,4.4,0
Desktop,North,AID_6166,Individual,84,Yes,2.2,0
Accessories,South,AID_6167,SME,73,Yes,3.9,140
Monitor,South,AID_6168,profit,69,Yes,3,240
Software,North,AID_6169,profit,71,Yes,3,0
Laptop,West,AID_6170,profit,87,Yes,2.6,0
Misc,East,AID_6171,Corporate,67,Yes,3.3,0
Monitor,West,AID_6172,Individual,71,Yes,3,200
Misc,North,AID_6173,Corporate,74,Yes,3.5,0
Laptop,Mid-West,AID_6174,profit,77,Yes,3.7,0
Misc,East,AID_6175,SME,86,Yes,2.7,230
Software,North,AID_6176,Individual,61,Yes,3.1,0
Laptop,West,AID_6177,Individual,81,Yes,3.1,250
Misc,North,AID_6178,profit,75,Yes,2.7,140
Misc,South,AID_6179,profit,70,Yes,3.2,0
Desktop,East,AID_6180,Corporate,74,Yes,3,170
Software,South,AID_6181,profit,81,Yes,3.8,0
Misc,West,AID_6182,Individual,66,Yes,2.8,150
Monitor,West,AID_6183,Individual,89,Yes,2.2,0
Software,West,AID_6184,SME,72,Yes,3.7,250
Monitor,South,AID_6185,Corporate,82,Yes,3,190
Software,West,AID_6186,profit,61,Yes,3,190
Software,East,AID_6187,SME,75,Yes,2.2,210
Desktop,West,AID_6188,profit,82,Yes,3.2,240
Monitor,North,AID_6189,Individual,81,Yes,2.8,170
Software,Mid-West,AID_6190,Individual,91,Yes,3.2,210
Accessories,Mid-West,AID_6191,Individual,81,Yes,3.1,0
Monitor,West,AID_6192,Corporate,68,Yes,2.2,120
Accessories,Mid-West,AID_6193,SME,90,Yes,3.7,0
Misc,South,AID_6194,profit,78,Yes,3,200
Accessories,North,AID_6195,Corporate,79,Yes,2.5,150
Monitor,East,AID_6196,Corporate,74,Yes,2.5,190
Monitor,Mid-West,AID_6197,Corporate,92,Yes,2.9,170
Software,East,AID_6198,Individual,70,Yes,3.4,260
Software,South,AID_6199,Corporate,77,Yes,2.2,200
Accessories,South,AID_6200,SME,85,Yes,2.9,160
Monitor,West,AID_6201,Corporate,66,Yes,2.8,190
Laptop,North,AID_6202,profit,64,Yes,3.2,0
Misc,South,AID_6203,Corporate,74,Yes,3.3,290
Software,West,AID_6204,Individual,77,Yes,3.1,0
Software,North,AID_6205,profit,84,Yes,2.6,140
Misc,West,AID_6206,Individual,64,Yes,3.4,220
Accessories,North,AID_6207,SME,76,Yes,3,160
Monitor,East,AID_6208,Corporate,74,Yes,3.4,260
Accessories,West,AID_6209,profit,82,Yes,2.5,230
Monitor,East,AID_6210,SME,88,Yes,3.2,0
Laptop,Mid-West,AID_6211,profit,69,Yes,2.9,170
Monitor,Mid-West,AID_6212,Corporate,81,Yes,3.1,240
Monitor,South,AID_6213,profit,83,Yes,2.9,210
Desktop,East,AID_6214,SME,84,Yes,2.9,190
Monitor,East,AID_6215,profit,76,Yes,2.4,190
Monitor,South,AID_6216,SME,71,Yes,2.8,0
Misc,North,AID_6217,Corporate,79,Yes,3.3,0
Accessories,South,AID_6218,Corporate,79,Yes,3.3,250
Laptop,West,AID_6219,profit,74,Yes,2.9,0
Accessories,South,AID_6220,Individual,80,Yes,3.4,0
Monitor,Mid-West,AID_6221,profit,63,Yes,2.7,260
Laptop,South,AID_6222,profit,69,No,2,0
Desktop,Mid-West,AID_6223,SME,68,Yes,3,250
Software,South,AID_6224,Corporate,70,Yes,2.8,140
Laptop,Mid-West,AID_6225,SME,79,Yes,2.9,250
Misc,North,AID_6226,profit,73,Yes,2.6,130
Desktop,South,AID_6227,profit,73,Yes,3.5,0
Accessories,North,AID_6228,SME,79,Yes,4,210
Desktop,West,AID_6229,SME,74,Yes,2.6,190
Monitor,North,AID_6230,Individual,77,Yes,2.9,280
Laptop,South,AID_6231,Individual,83,Yes,2.9,0
Software,North,AID_6232,SME,88,Yes,2.5,170
Monitor,Mid-West,AID_6233,SME,62,Yes,3.4,0
Accessories,West,AID_6234,profit,82,Yes,3.2,220
Laptop,East,AID_6235,SME,71,Yes,3.3,0
Desktop,North,AID_6236,Corporate,78,Yes,3.4,190
Desktop,West,AID_6237,SME,74,Yes,3.8,0
Desktop,West,AID_6238,Individual,73,Yes,3.5,220
Accessories,East,AID_6239,Corporate,79,Yes,2.7,0
Accessories,East,AID_6240,Corporate,70,Yes,3.8,300
